student_id,student_name,level,department,course_code,course_name,week,classes_held,classes_attended,attendance_percent,assignment_submitted,assignment_score,quiz_score,lms_logins,helpdesk_requests,last_login_days_ago,risk_points,risk_level,risk_label,mentor_review_needed,peer_tutorial_recommended,risk_reason
STU0065,Ife I.,Year 1,Computer Science,GST111,Communication in English,5,7,5,71.4,1,75,60,4,3,1,1,Low,0,0,0,attendance below 75%
STU0066,Tolu O.,Year 1,Computer Science,MTH102,Elementary Mathematics II,1,6,4,66.7,0,0,79,14,0,0,3,Medium,1,1,1,attendance below 75%; missing assignment
STU0066,Tolu O.,Year 1,Computer Science,GST111,Communication in English,3,6,0,0.0,1,89,31,16,3,7,4,Medium,1,1,1,attendance below 60%; quiz score below 45
STU0066,Tolu O.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,5,8,0,0.0,1,86,93,6,2,9,3,Medium,1,1,1,attendance below 60%; no recent LMS login
STU0067,Tolu Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,1,6,5,83.3,0,0,42,1,1,11,6,High,1,1,1,missing assignment; quiz score below 45; low LMS activity; no recent LMS login
STU0067,Tolu Q.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,4,7,2,28.6,1,93,56,12,3,12,4,Medium,1,1,1,attendance below 60%; quiz score below 60; no recent LMS login
STU0068,Seyi V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,3,4,4,100.0,1,53,52,4,2,1,1,Low,0,0,0,quiz score below 60
STU0068,Seyi V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,5,5,2,40.0,1,76,70,4,4,11,4,Medium,1,1,1,attendance below 60%; no recent LMS login; frequent helpdesk requests
STU0068,Seyi V.,Year 1,Computer Science,GST111,Communication in English,1,6,4,66.7,1,85,62,4,5,11,3,Medium,1,1,1,attendance below 75%; no recent LMS login; frequent helpdesk requests
STU0069,Lekan V.,Year 1,Computer Science,COS102,Introduction to Problem Solving,3,4,2,50.0,1,95,47,10,6,7,4,Medium,1,1,1,attendance below 60%; quiz score below 60; frequent helpdesk requests
STU0069,Lekan V.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,2,5,1,20.0,0,0,57,3,4,12,7,High,1,1,1,attendance below 60%; missing assignment; quiz score below 60; no recent LMS login; frequent helpdesk requests
STU0069,Lekan V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,5,8,0,0.0,1,91,99,4,4,6,3,Medium,1,1,1,attendance below 60%; frequent helpdesk requests
STU0070,Ife F.,Year 1,Computer Science,GST111,Communication in English,6,7,0,0.0,1,78,50,14,4,4,4,Medium,1,1,1,attendance below 60%; quiz score below 60; frequent helpdesk requests
STU0070,Ife F.,Year 1,Computer Science,PHY102,General Physics II,6,7,3,42.9,1,54,80,6,2,10,3,Medium,1,1,1,attendance below 60%; no recent LMS login
STU0071,Jide O.,Year 1,Computer Science,MTH102,Elementary Mathematics II,5,8,6,75.0,1,87,45,4,6,4,2,Low,0,0,0,quiz score below 60; frequent helpdesk requests
STU0071,Jide O.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,1,7,5,71.4,1,41,86,3,2,1,1,Low,0,0,0,attendance below 75%
STU0072,Ireti F.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,4,4,1,25.0,1,91,64,0,3,0,3,Medium,1,1,1,attendance below 60%; low LMS activity
STU0072,Ireti F.,Year 1,Computer Science,PHY102,General Physics II,4,8,5,62.5,1,40,67,7,0,5,1,Low,0,0,0,attendance below 75%
STU0073,Chidi W.,Year 1,Computer Science,MTH102,Elementary Mathematics II,1,6,6,100.0,1,88,37,15,3,9,3,Medium,1,1,1,quiz score below 45; no recent LMS login
STU0073,Chidi W.,Year 1,Computer Science,PHY102,General Physics II,1,4,0,0.0,1,88,39,17,5,9,6,High,1,1,1,attendance below 60%; quiz score below 45; no recent LMS login; frequent helpdesk requests
STU0073,Chidi W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,5,7,1,14.3,1,50,58,3,0,3,3,Medium,1,1,1,attendance below 60%; quiz score below 60
STU0074,Amaka U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,4,8,8,100.0,0,0,85,18,1,11,3,Medium,1,1,0,missing assignment; no recent LMS login
STU0074,Amaka U.,Year 1,Computer Science,COS102,Introduction to Problem Solving,2,6,3,50.0,0,0,65,7,4,6,5,High,1,1,1,attendance below 60%; missing assignment; frequent helpdesk requests
STU0074,Amaka U.,Year 1,Computer Science,GST111,Communication in English,2,4,4,100.0,1,39,87,17,4,12,2,Low,0,0,0,no recent LMS login; frequent helpdesk requests
STU0075,Nedu R.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,1,7,5,71.4,1,36,65,2,2,3,2,Low,0,0,0,attendance below 75%; low LMS activity
STU0075,Nedu R.,Year 1,Computer Science,GST111,Communication in English,6,4,4,100.0,1,56,37,1,2,8,4,Medium,1,1,1,quiz score below 45; low LMS activity; no recent LMS login
STU0076,Seyi U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,6,5,1,20.0,0,0,78,1,2,3,5,High,1,1,1,attendance below 60%; missing assignment; low LMS activity
STU0076,Seyi U.,Year 1,Computer Science,GST111,Communication in English,1,5,0,0.0,1,54,85,12,6,8,4,Medium,1,1,1,attendance below 60%; no recent LMS login; frequent helpdesk requests
STU0077,Tolu I.,Year 1,Computer Science,PHY102,General Physics II,3,4,2,50.0,1,86,67,13,3,11,3,Medium,1,1,1,attendance below 60%; no recent LMS login
STU0077,Tolu I.,Year 1,Computer Science,MTH102,Elementary Mathematics II,4,7,5,71.4,1,66,83,11,6,8,3,Medium,1,1,1,attendance below 75%; no recent LMS login; frequent helpdesk requests
STU0078,Bayo Z.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,4,8,2,25.0,1,55,33,2,2,10,6,High,1,1,1,attendance below 60%; quiz score below 45; low LMS activity; no recent LMS login
STU0078,Bayo Z.,Year 1,Computer Science,COS102,Introduction to Problem Solving,3,6,3,50.0,1,62,41,14,2,7,4,Medium,1,1,1,attendance below 60%; quiz score below 45
STU0079,Tobi X.,Year 1,Computer Science,GST111,Communication in English,3,4,0,0.0,1,60,66,16,6,11,4,Medium,1,1,1,attendance below 60%; no recent LMS login; frequent helpdesk requests
STU0079,Tobi X.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,6,5,0,0.0,0,0,97,14,0,2,4,Medium,1,1,1,attendance below 60%; missing assignment
STU0080,Mira H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,5,4,4,100.0,0,0,77,11,2,7,2,Low,0,0,0,missing assignment
STU0080,Mira H.,Year 1,Computer Science,GST111,Communication in English,1,8,2,25.0,1,60,60,8,1,1,2,Low,0,0,0,attendance below 60%
STU0080,Mira H.,Year 1,Computer Science,PHY102,General Physics II,1,5,3,60.0,1,93,91,3,2,12,2,Low,0,0,0,attendance below 75%; no recent LMS login
