record_id,student_id,student_name,level,department,course_code,course_name,semester_days,attendance_percent_norm,ca_score_norm,participation_score_0_5,lms_logins,risk_score,predicted_success_rate,risk_level,risk_numeric,recommended_action
REC02154,STU00614,Nifemi B.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9111,0.7896,4.4,48,0.1227,0.8773,Low,0,No immediate action
REC02155,STU01264,Ife J.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6437,0.2116,1.7,3,0.7019,0.2981,High,2,Advisor review and peer tutorial recommendation
REC02156,STU00927,Tobi W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8687,0.6158,3.2,21,0.2755,0.7245,Low,0,No immediate action
REC02157,STU00123,Ireti F.,Year 1,Computer Science,PHY102,General Physics II,98,0.7505,0.5563,0.9,15,0.491,0.509,Medium,1,Monitor and recommend targeted support
REC02158,STU02197,Tara Z.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.3838,0.4388,1.1,11,0.8572,0.1428,High,2,Advisor review and peer tutorial recommendation
REC02159,STU02435,Muna E.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4732,0.3462,1.6,19,0.8047,0.1953,High,2,Advisor review and peer tutorial recommendation
REC02160,STU01978,Zara Y.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7554,0.7332,3.6,54,0.2339,0.7661,Low,0,No immediate action
REC02161,STU00367,Jide R.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6594,0.8887,4.3,49,0.1976,0.8024,Low,0,No immediate action
REC02162,STU00112,Lekan F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8591,0.8763,5,37,0.0935,0.9065,Low,0,No immediate action
REC02163,STU01107,Seyi R.,Year 1,Computer Science,PHY102,General Physics II,98,0.7768,0.7667,3.0,38,0.2393,0.7607,Low,0,No immediate action
REC02164,STU00648,Lara K.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7722,0.1204,2.4,12,0.6223,0.3777,High,2,Advisor review and peer tutorial recommendation
REC02165,STU00546,Ada D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3959,0.5763,1.1,17,0.6927,0.3073,High,2,Advisor review and peer tutorial recommendation
REC02166,STU01936,Nora H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6218,0.7581,3.3,42,0.2918,0.7082,Low,0,No immediate action
REC02167,STU01619,Seyi W.,Year 1,Computer Science,PHY102,General Physics II,98,0.7865,0.6135,1.8,18,0.3742,0.6258,Low,0,No immediate action
REC02168,STU00610,Rita X.,Year 1,Computer Science,GST111,Communication in English,98,0.2654,0.239,3.0,19,0.864,0.136,High,2,Advisor review and peer tutorial recommendation
REC02169,STU01692,Femi L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4129,0.3595,1.2,35,0.799,0.201,High,2,Advisor review and peer tutorial recommendation
REC02170,STU00947,Chidi A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7872,0.9355,3.8,46,0.1525,0.8475,Low,0,No immediate action
REC02171,STU02397,Mira R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.1964,0.0616,1.8,21,0.9867,0.0133,High,2,Advisor review and peer tutorial recommendation
REC02172,STU00786,Ireti P.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8869,0.8505,3.9,40,0.1341,0.8659,Low,0,No immediate action
REC02173,STU00236,Chidi W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3108,0.4479,2.0,20,0.8201,0.1799,High,2,Advisor review and peer tutorial recommendation
REC02174,STU02002,Zara T.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7349,0.5199,2.6,21,0.3818,0.6182,Medium,1,Monitor and recommend targeted support
REC02175,STU02357,Tolu J.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.892,0.6254,3.2,46,0.2276,0.7724,Low,0,No immediate action
REC02176,STU01332,Mira C.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6005,0.381,1.8,21,0.6092,0.3908,Medium,1,Monitor and recommend targeted support
REC02177,STU00944,Kemi F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5806,0.4335,0.0,25,0.7012,0.2988,High,2,Advisor review and peer tutorial recommendation
REC02178,STU01777,Uche Z.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9054,0.5159,3.1,37,0.2591,0.7409,Low,0,No immediate action
REC02179,STU00444,Efe P.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7301,0.1408,3.7,23,0.5473,0.4527,Medium,1,Monitor and recommend targeted support
REC02180,STU01384,Tobi E.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8304,0.6893,5,47,0.161,0.839,Low,0,No immediate action
REC02181,STU01296,Tobi N.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.2391,0.3721,0.6,25,0.9522,0.0478,High,2,Advisor review and peer tutorial recommendation
REC02182,STU00894,Tara V.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4784,0.5724,2.3,15,0.619,0.381,Medium,1,Monitor and recommend targeted support
REC02183,STU00728,Lara A.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.2676,0.4032,1.7,28,0.8383,0.1617,High,2,Advisor review and peer tutorial recommendation
REC02184,STU00703,Somto S.,Year 1,Computer Science,GST111,Communication in English,98,0.9714,0.5904,5,32,0.1364,0.8636,Low,0,No immediate action
REC02185,STU01175,Nedu T.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7065,0.7955,4.3,41,0.2068,0.7932,Low,0,No immediate action
REC02186,STU02710,Nedu F.,Year 1,Computer Science,PHY102,General Physics II,98,0.2305,0.3308,1.8,10,0.9259,0.0741,High,2,Advisor review and peer tutorial recommendation
REC02187,STU02156,Nora K.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7871,0.7599,4.1,50,0.1932,0.8068,Low,0,No immediate action
REC02188,STU00922,Ada H.,Year 1,Computer Science,GST111,Communication in English,98,0.6501,0.236,0.9,14,0.7303,0.2697,High,2,Advisor review and peer tutorial recommendation
REC02189,STU00947,Nedu Q.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8686,0.7363,2.4,54,0.2357,0.7643,Low,0,No immediate action
REC02190,STU01823,Kene A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8666,0.2624,5,3,0.4655,0.5345,Medium,1,Monitor and recommend targeted support
REC02191,STU00844,Ireti F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.5456,0.5307,3.6,24,0.5251,0.4749,Medium,1,Monitor and recommend targeted support
REC02192,STU01393,Kene H.,Year 1,Computer Science,PHY102,General Physics II,98,0.6836,0.1433,4.3,34,0.5116,0.4884,Medium,1,Monitor and recommend targeted support
REC02193,STU00277,Amaka H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5074,0.5534,3.9,29,0.5062,0.4938,Medium,1,Monitor and recommend targeted support
REC02194,STU02131,Femi G.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5541,0.457,2.1,25,0.4807,0.5193,Medium,1,Monitor and recommend targeted support
REC02195,STU01293,Teni O.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5712,0.6528,2.1,24,0.4182,0.5818,Medium,1,Monitor and recommend targeted support
REC02196,STU00935,Nedu Q.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.819,0.7516,3.6,45,0.2029,0.7971,Low,0,No immediate action
REC02197,STU00870,Lekan S.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6718,0.6767,2.5,31,0.3334,0.6666,Low,0,No immediate action
REC02198,STU00823,Kemi Q.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.3202,0.1483,1.3,1,0.9924,0.0076,High,2,Advisor review and peer tutorial recommendation
REC02199,STU02045,Ife A.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7712,0.4754,1.7,28,0.3952,0.6048,Medium,1,Monitor and recommend targeted support
REC02200,STU02596,Lekan Y.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.3067,0.1207,0.6,0,1,0,High,2,Advisor review and peer tutorial recommendation
REC02201,STU02036,Tobi F.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7131,0.5274,3.1,38,0.3325,0.6675,Low,0,No immediate action
REC02202,STU01617,Nifemi C.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8459,0.6187,3.5,16,0.2871,0.7129,Low,0,No immediate action
REC02203,STU02329,Rita V.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6579,0.6485,2.4,40,0.3463,0.6537,Low,0,No immediate action
REC02204,STU00866,Lekan S.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8051,0.6874,1.5,30,0.3199,0.6801,Low,0,No immediate action
REC02205,STU01715,Seyi J.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8589,0.4732,3.8,45,0.2625,0.7375,Low,0,No immediate action
REC02206,STU00486,Dara P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7055,0.7007,1.9,43,0.3316,0.6684,Low,0,No immediate action
REC02207,STU02772,Tara C.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.197,0.3489,2.2,17,0.8965,0.1035,High,2,Advisor review and peer tutorial recommendation
REC02208,STU02518,Femi A.,Year 1,Computer Science,GST111,Communication in English,98,0.3916,0.3842,1.0,16,0.8991,0.1009,High,2,Advisor review and peer tutorial recommendation
REC02209,STU01376,Teni A.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.4592,0.1232,2.7,6,0.873,0.127,High,2,Advisor review and peer tutorial recommendation
REC02210,STU02261,Somto A.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6388,0.312,2.9,16,0.5859,0.4141,Medium,1,Monitor and recommend targeted support
REC02211,STU01999,Kemi T.,Year 1,Computer Science,PHY102,General Physics II,98,0.9111,0.5509,2.8,39,0.2583,0.7417,Low,0,No immediate action
REC02212,STU01185,Dami A.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.5118,0.2868,1.8,15,0.8113,0.1887,High,2,Advisor review and peer tutorial recommendation
REC02213,STU01903,Femi M.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6325,0.6927,1.9,42,0.3632,0.6368,Low,0,No immediate action
REC02214,STU00873,Bayo R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6001,0.7022,3.3,38,0.3173,0.6827,Low,0,No immediate action
REC02215,STU02656,Muna L.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.9119,0.3325,1.6,31,0.4766,0.5234,Medium,1,Monitor and recommend targeted support
REC02216,STU02279,Nedu K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7656,0.6301,2.6,11,0.3671,0.6329,Low,0,No immediate action
REC02217,STU01244,Uche I.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7953,0.8998,3.2,50,0.1839,0.8161,Low,0,No immediate action
REC02218,STU01414,Femi R.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.9811,0.7369,4.8,56,0.0945,0.9055,Low,0,No immediate action
REC02219,STU01039,Zara U.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5465,0.5135,2.7,17,0.5873,0.4127,Medium,1,Monitor and recommend targeted support
REC02220,STU02045,Amaka C.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.5167,0.2142,1.4,22,0.8257,0.1743,High,2,Advisor review and peer tutorial recommendation
REC02221,STU01526,Kemi N.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6038,0.2167,2.6,29,0.6007,0.3993,Medium,1,Monitor and recommend targeted support
REC02222,STU01357,Tolu K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7946,0.5384,3.1,48,0.2966,0.7034,Low,0,No immediate action
REC02223,STU00510,Tobi M.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8663,0.5729,3.1,37,0.2576,0.7424,Low,0,No immediate action
REC02224,STU00713,Ife K.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7124,0.7544,2.1,30,0.3129,0.6871,Low,0,No immediate action
REC02225,STU00233,Tolu S.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7669,0.6036,3.9,51,0.2562,0.7438,Low,0,No immediate action
REC02226,STU00099,Amaka D.,Year 1,Computer Science,GST111,Communication in English,98,0.8047,0.6593,3.1,37,0.2563,0.7437,Low,0,No immediate action
REC02227,STU01570,Muna V.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.2494,0.3004,2.6,19,0.868,0.132,High,2,Advisor review and peer tutorial recommendation
REC02228,STU00806,Tara I.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7192,0.5219,2.4,25,0.3832,0.6168,Medium,1,Monitor and recommend targeted support
REC02229,STU00278,Chidi U.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7791,0.6869,4.7,46,0.1943,0.8057,Low,0,No immediate action
REC02230,STU00109,Ireti C.,Year 1,Computer Science,PHY102,General Physics II,98,0.7864,0.3729,2.4,31,0.4827,0.5173,Medium,1,Monitor and recommend targeted support
REC02231,STU01369,Tolu W.,Year 1,Computer Science,PHY102,General Physics II,98,0.7772,0.4542,4.9,44,0.2569,0.7431,Low,0,No immediate action
REC02232,STU01153,Ireti A.,Year 1,Computer Science,GST111,Communication in English,98,0.6628,0.6534,3.8,51,0.2869,0.7131,Low,0,No immediate action
REC02233,STU00322,Rita X.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8865,0.6888,3.8,58,0.1868,0.8132,Low,0,No immediate action
REC02234,STU01595,Muna B.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8692,0.589,3.6,31,0.2367,0.7633,Low,0,No immediate action
REC02235,STU01450,Lara D.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7876,0.8065,2.0,42,0.263,0.737,Low,0,No immediate action
REC02236,STU01770,Ada W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.6806,0.5013,3.8,32,0.3274,0.6726,Low,0,No immediate action
REC02237,STU01679,Ireti L.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5099,0.4576,3.0,17,0.6067,0.3933,Medium,1,Monitor and recommend targeted support
REC02238,STU01964,Teni T.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.3934,0.3951,2.7,22,0.7688,0.2312,High,2,Advisor review and peer tutorial recommendation
REC02239,STU02230,Nora C.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8607,0.7522,3.2,46,0.2021,0.7979,Low,0,No immediate action
REC02240,STU02184,Ife S.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.506,0.1717,3.2,15,0.7922,0.2078,High,2,Advisor review and peer tutorial recommendation
REC02241,STU01869,Femi T.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7419,0.8228,4.1,31,0.1975,0.8025,Low,0,No immediate action
REC02242,STU00306,Zara T.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8527,0.7112,3.6,37,0.2016,0.7984,Low,0,No immediate action
REC02243,STU01005,Nora L.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7927,0.6321,2.9,24,0.3038,0.6962,Low,0,No immediate action
REC02244,STU00049,Dara I.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7893,0.6425,1.6,29,0.3388,0.6612,Low,0,No immediate action
REC02245,STU01281,Nora H.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6843,0.438,1.5,24,0.5614,0.4386,Medium,1,Monitor and recommend targeted support
REC02246,STU01548,Ayo E.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.1698,0.221,1.1,29,0.953,0.047,High,2,Advisor review and peer tutorial recommendation
REC02247,STU01174,Tara X.,Year 1,Computer Science,PHY102,General Physics II,98,0.3742,0.4234,0.8,25,0.8748,0.1252,High,2,Advisor review and peer tutorial recommendation
REC02248,STU01621,Seyi A.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7488,0.7909,2.2,36,0.2752,0.7248,Low,0,No immediate action
REC02249,STU00485,Tolu A.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6536,0.4934,3.1,31,0.3716,0.6284,Low,0,No immediate action
REC02250,STU00025,Seyi A.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8913,0.7684,1.8,44,0.241,0.759,Low,0,No immediate action
REC02251,STU00098,Kemi P.,Year 1,Computer Science,GST111,Communication in English,98,0.8274,0.656,3.7,35,0.2242,0.7758,Low,0,No immediate action
REC02252,STU01139,Zara J.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.4986,0.3107,0,39,0.8674,0.1326,High,2,Advisor review and peer tutorial recommendation
REC02253,STU01979,Nora H.,Year 1,Computer Science,GST111,Communication in English,98,0.2448,0.292,0.6,0,1,0,High,2,Advisor review and peer tutorial recommendation
REC02254,STU01091,Kene R.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.3084,0.3386,0.4,22,0.9517,0.0483,High,2,Advisor review and peer tutorial recommendation
REC02255,STU02373,Jide M.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.7442,0.4674,3.9,40,0.3061,0.6939,Low,0,No immediate action
REC02256,STU00822,Chidi J.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7458,0.6316,3.7,46,0.2642,0.7358,Low,0,No immediate action
REC02257,STU00119,Ada B.,Year 1,Computer Science,PHY102,General Physics II,98,0.6393,0.1073,2.3,25,0.6436,0.3564,High,2,Advisor review and peer tutorial recommendation
REC02258,STU02174,Kemi K.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.4771,0.2739,2.5,13,0.8072,0.1928,High,2,Advisor review and peer tutorial recommendation
REC02259,STU00182,Dara D.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8993,0.6026,3.0,32,0.2415,0.7585,Low,0,No immediate action
REC02260,STU02465,Femi T.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6649,0.511,2.1,28,0.411,0.589,Medium,1,Monitor and recommend targeted support
REC02261,STU01349,Seyi T.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.1931,0.1167,3.0,14,0.9449,0.0551,High,2,Advisor review and peer tutorial recommendation
REC02262,STU01189,Mira J.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6992,0.742,2.1,58,0.3137,0.6863,Low,0,No immediate action
REC02263,STU00103,Lara I.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8457,0.8058,4.5,29,0.1512,0.8488,Low,0,No immediate action
REC02264,STU02470,Jide C.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.5225,0.5899,1.9,24,0.5846,0.4154,Medium,1,Monitor and recommend targeted support
REC02265,STU00848,Jide C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.9243,0.5802,3.5,20,0.255,0.745,Low,0,No immediate action
REC02266,STU00396,Bayo Z.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7009,0.6128,2.0,40,0.3558,0.6442,Low,0,No immediate action
REC02267,STU00643,Muna N.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.6543,0.8101,3.1,52,0.2712,0.7288,Low,0,No immediate action
REC02268,STU02157,Tobi E.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7269,0.7693,1.6,25,0.3379,0.6621,Low,0,No immediate action
REC02269,STU00156,Jide G.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.3445,0.6188,4.1,53,0.5326,0.4674,Medium,1,Monitor and recommend targeted support
REC02270,STU00817,Somto C.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7177,0.5031,3.4,26,0.3464,0.6536,Low,0,No immediate action
REC02271,STU00703,Tolu K.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.7568,0.4981,4.9,3,0.3427,0.6573,Low,0,No immediate action
REC02272,STU02697,Muna G.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5624,0.4117,3.3,35,0.5195,0.4805,Medium,1,Monitor and recommend targeted support
REC02273,STU01382,Lekan P.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.6638,0.5126,3.4,9,0.4171,0.5829,Medium,1,Monitor and recommend targeted support
REC02274,STU01205,Ada N.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.8876,0.8202,1.8,29,0.2381,0.7619,Low,0,No immediate action
REC02275,STU01115,Ada G.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7318,0.7638,2.2,53,0.2901,0.7099,Low,0,No immediate action
REC02276,STU00219,Jide T.,Year 1,Computer Science,PHY102,General Physics II,98,0.9624,0.8257,4.1,47,0.1033,0.8967,Low,0,No immediate action
REC02277,STU00722,Nora J.,Year 1,Computer Science,GST111,Communication in English,98,0.3123,0.8055,2.0,34,0.5734,0.4266,Medium,1,Monitor and recommend targeted support
REC02278,STU02286,Ireti F.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.438,0.8541,3.3,25,0.48,0.52,Medium,1,Monitor and recommend targeted support
REC02279,STU01322,Ada T.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.2806,0.0836,4.1,18,0.8636,0.1364,High,2,Advisor review and peer tutorial recommendation
REC02280,STU02524,Kemi M.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.4676,0.3301,2.7,28,0.7402,0.2598,High,2,Advisor review and peer tutorial recommendation
REC02281,STU00987,Kene Q.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8435,0.6437,4.2,38,0.2015,0.7985,Low,0,No immediate action
REC02282,STU00480,Nedu I.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.8089,0.4893,3.3,29,0.3089,0.6911,Low,0,No immediate action
REC02283,STU00736,Rita H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6104,0.56,2.0,31,0.4129,0.5871,Medium,1,Monitor and recommend targeted support
REC02284,STU02449,Tolu K.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.9369,0.6848,3.0,27,0.2171,0.7829,Low,0,No immediate action
REC02285,STU00223,Kene O.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.7994,0.8866,4.2,30,0.1544,0.8456,Low,0,No immediate action
REC02286,STU01406,Ada M.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8337,0.7598,2.6,46,0.2346,0.7654,Low,0,No immediate action
REC02287,STU00709,Chidi F.,Year 1,Computer Science,GST111,Communication in English,98,0.8788,0.7003,4.0,53,0.1784,0.8216,Low,0,No immediate action
REC02288,STU00566,Ayo Y.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.8373,0.7534,3.7,28,0.2053,0.7947,Low,0,No immediate action
REC02289,STU01421,Nedu U.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7171,0.6979,2.9,26,0.3082,0.6918,Low,0,No immediate action
REC02290,STU02211,Ayo R.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.859,0.7586,3.1,24,0.2314,0.7686,Low,0,No immediate action
REC02291,STU02227,Amaka W.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.9464,0.7572,3.9,53,0.1383,0.8617,Low,0,No immediate action
REC02292,STU01022,Amaka W.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.7967,0.507,4.4,22,0.2859,0.7141,Low,0,No immediate action
REC02293,STU02628,Ife R.,Year 1,Computer Science,GST111,Communication in English,98,0.9243,0.5385,2.7,18,0.3056,0.6944,Low,0,No immediate action
REC02294,STU02349,Uche N.,Year 1,Computer Science,PHY102,General Physics II,98,0.7268,0.6428,3.5,32,0.2785,0.7215,Low,0,No immediate action
REC02295,STU00291,Nora C.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.5387,0.4857,3.4,23,0.5524,0.4476,Medium,1,Monitor and recommend targeted support
REC02296,STU02047,Ireti U.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.7255,0.3796,1.8,11,0.5902,0.4098,Medium,1,Monitor and recommend targeted support
REC02297,STU00586,Femi G.,Year 1,Computer Science,GST111,Communication in English,98,0.5515,0.3695,3.6,46,0.5246,0.4754,Medium,1,Monitor and recommend targeted support
REC02298,STU01271,Chidi G.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.8592,0.3986,3.0,23,0.4463,0.5537,Medium,1,Monitor and recommend targeted support
REC02299,STU01910,Kene W.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.655,0.7459,1.3,26,0.3826,0.6174,Medium,1,Monitor and recommend targeted support
REC02300,STU00284,Femi D.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6472,0.637,1.8,14,0.4352,0.5648,Medium,1,Monitor and recommend targeted support
REC02301,STU01185,Somto M.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.1975,0.0608,1.4,0,1,0,High,2,Advisor review and peer tutorial recommendation
REC02302,STU00007,Tobi H.,Year 1,Computer Science,MTH102,Elementary Mathematics II,98,0.6831,0.7504,4.4,34,0.2256,0.7744,Low,0,No immediate action
REC02303,STU01249,Ada K.,Year 1,Computer Science,CSC114,Linear Algebra for Computer Scientists,98,0.6614,0.134,1.5,44,0.6352,0.3648,High,2,Advisor review and peer tutorial recommendation
REC02304,STU01492,Teni J.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.353,0.5315,3.3,27,0.6047,0.3953,Medium,1,Monitor and recommend targeted support
REC02305,STU01165,Nifemi Q.,Year 1,Computer Science,PHY102,General Physics II,98,0.7924,0.6374,4.0,21,0.2675,0.7325,Low,0,No immediate action
REC02306,STU02739,Nora J.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8418,0.6456,3.6,30,0.2338,0.7662,Low,0,No immediate action
REC02307,STU01052,Ireti U.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.7482,0.6218,2.7,45,0.3062,0.6938,Low,0,No immediate action
REC02308,STU00085,Nora D.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.4264,0.3896,1.5,11,0.8389,0.1611,High,2,Advisor review and peer tutorial recommendation
REC02309,STU00710,Ife A.,Year 1,Computer Science,CSC112,UI/UX Design Essentials,98,0.8384,0.7582,4.3,52,0.1652,0.8348,Low,0,No immediate action
REC02310,STU02455,Uche Z.,Year 1,Computer Science,GST111,Communication in English,98,0.6394,0.6281,4.1,34,0.2918,0.7082,Low,0,No immediate action
REC02311,STU02143,Tolu B.,Year 1,Computer Science,GST112,Nigerian Peoples and Culture,98,0.5665,0.5981,1.5,27,0.4513,0.5487,Medium,1,Monitor and recommend targeted support
REC02312,STU02715,Dara Z.,Year 1,Computer Science,GST111,Communication in English,98,0.9897,0.8452,3.7,45,0.1026,0.8974,Low,0,No immediate action
REC02313,STU02570,Chidi L.,Year 1,Computer Science,PHY108,General Practical Physics II,98,0.6525,0.3058,2.5,27,0.5646,0.4354,Medium,1,Monitor and recommend targeted support
REC02314,STU01127,Ireti X.,Year 1,Computer Science,COS102,Introduction to Problem Solving,98,0.8357,0.9284,3.3,47,0.1552,0.8448,Low,0,No immediate action
